5.073,230
2.606,388
2.828,274
5.193,781
3.812,662
2.983,227
4.171,237
1.717,625
2.875,735
0.968,347
1.013,333
1.484,251
1.313,162
4.421,747
1.708,717
4.117,592
4.038,662
0.798,206
3.75,266
3.145,704
3.885,667
1.538,611
1.042,353
1.475,159
2.144,386
0.494,631
4.265,244
3.469,230
1.506,765
3.35,616
1.378,879
4.92,717
3.916,239
3.111,831
3.919,572
2.859,850
4.638,809
0.592,280
3.836,322
1.574,871
4.923,656
4.527,600
3.157,295
4.47,199
2.39,405
4.464,694
1.121,329
0.722,689
3.083,177
3.843,893
1.775,667
3.17,426
1.669,273
1.007,800
4.915,202
4.124,574
3.666,416
3.808,574
4.325,150
0.916,289
1.07,203
1.765,902
2.544,416
3.323,388
4.737,804
1.805,612
4.871,720
2.038,753
0.384,190
1.912,800
2.358,449
0.492,610
1.302,862
1.221,551
4.954,169
3.865,593
3.42,640
1.771,823
0.686,241
1.992,217
1.529,141
3.701,931
3.299,922
1.044,773
1.87,431
0.841,839
3.375,757
4.078,761
4.488,164
5.034,855
4.836,598
3.147,876
4.029,162
0.777,622
1.374,335
2.17,419
0.901,196
4.156,243
3.998,710
4.45,848
1.584,320
4.492,830
3.008,272
3.675,243
2.465,396
0.277,776
3.251,878
2.921,216
1.184,336
0.518,766
4.042,558
1.826,853
3.363,816
4.028,132
4.023,914
1.31,137
0.879,859
0.254,222
1.24,958
4.326,242
5.036,782
4.463,589
4.28,340
1.206,323
3.157,850
1.568,415
4.655,631
4.467,693
4.436,862
1.914,443
3.09,719
4.01,777
2.101,442
4.589,286
3.361,604
4.222,156
3.347,270
1.059,314
0.859,246
3.476,881
5.042,739
4.794,207
4.029,680
2.826,269
1.24,121
1.679,237
1.487,292
4.082,619
1.758,647
1.243,595
3.257,616
2.775,420
4.349,719
5.177,810
0.319,759
4.477,643
2.909,667
1.589,188
3.138,654
3.517,886
0.302,837
2.856,712
1.147,558
3.794,979
0.309,646
4.3,709
0.397,215
4.185,936
4.226,306
0.82,869
4.238,280
1.23,332
4.48,842
1.544,717
1.507,693
4.88,930
4.035,270
3.724,139
0.667,199
0.787,601
0.396,842
3.904,948
3.149,716
1.836,867
1.329,597
3.68,615
0.615,816
1.284,253
0.566,879
3.77,752
1.762,679
0.634,155
1.567,773
3.014,440
1.443,773
4.852,747
5.156,277
1.35,950
3.195,212
3.434,818
4.298,242
2.785,858
1.499,669
0.6,308
2.141,433
1.682,712
1.594,317
0.57,610
1.527,163
0.707,854
4.323,940
3.106,622
1.981,758
2.834,824
4.412,198
0.668,841
4.107,876
3.963,343
4.473,184
0.699,901
0.238,704
2.154,453
0.846,337
1.696,916
1.334,321
0.775,892
3.78,223
3.672,572
4.594,574
1.382,951
4.624,600
2.017,230
0.38,868
3.672,144
4.636,208
4.166,784
3.163,182
3.935,549
1.366,939
4.095,908
0.371,192
3.98,714
4.622,688
4.552,920
5.071,835
0.472,270
5.002,309
1.825,880
0.45,290
4.798,242
4.653,730
3.915,623
4.401,148
3.16,685
0.754,771
1.305,667
4.512,856
4.355,617
4.264,819
0.267,293
5.254,767
3.066,309
1.383,908
0.531,880
0.649,186
3.813,852
1.169,806
3.905,289
3.145,434
1.835,297
3.768,212
1.043,633
1.452,575
5.102,733
4.187,624
4.998,758
0.322,675
1.37,140
2.943,848
4.52,854
1.1,559
4.625,921
2.535,426
0.714,892
3.256,275
1.83,413
1.295,614
5.048,838
3.828,762
1.977,235
2.888,299
0.649,584
0.413,759
3.776,587
3.395,899
3.577,897
0.367,732
1.663,688
0.632,249
3.699,860
5.239,224
4.106,600
4.016,312
0.483,846
0.968,116
4.888,898
1.824,739
1.043,853
3.924,544
2.981,222
3.174,150
0.282,701
3.286,228
0.863,684
4.659,252
4.505,834
3.413,252
4.589,293
1.351,831
4.324,757
3.172,153
4.889,657
0.88,581
5.031,802
1.405,585
1.343,330
4.919,907
4.291,948
0.965,532
3.386,935
3.586,401
3.996,838
1.318,906
1.344,262
3.701,637
4.739,826
3.047,195
2.871,366
1.7,745
2.785,810
1.104,695
0.283,821
3.664,968
4.594,152
5.349,235
0.349,766
5.325,736
3.967,654
0.76,915
4.848,299
1.453,610
2.57,380
3.54,961
3.35,293
3.295,212
0.258,757
4.009,960
2.772,250
1.404,778
3.946,271
3.457,139
4.466,318
3.783,251
4.103,301
1.643,301
1.309,959
1.792,767
3.48,177
1.357,594
2.606,456
4.071,139
1.922,408
4.558,298
3.937,211
3.204,315
3.844,889
3.23,620
3.72,968
1.915,251
3.026,629
1.624,818
4.297,800
0.877,120
4.6,830
1.008,256
0.939,642
3.106,770
0.777,871
1.824,285
4.703,741
3.608,187
3.219,828
4.001,756
2.826,443
1.118,334
2.814,794
0.649,642
3.103,885
1.072,690
4.87,207
3.101,425
2.736,393
1.265,212
4.185,173
1.781,213
1.547,705
3.895,951
3.954,769
2.813,228
4.549,680
4.408,813
4.158,850
3.813,611
2.954,415
0.578,742
3.314,802
3.06,831
4.476,333
0.393,770
4.489,944
1.766,824
0.411,727
1.448,853
3.802,955
3.714,584
1.961,420
1.114,350
1.416,595
4.148,242
4.65,678
1.61,166
1.951,760
3.812,719
4.868,329
3.224,308
1.823,245
2.961,768
4.546,175
4.024,748
3.875,140
3.66,826
3.698,217
4.757,140
0.825,160
4.489,810
4.265,245
3.345,632
1.536,754
4.038,331
2.916,230
4.426,791
1.056,917
3.695,674
3.007,730
1.154,662
1.303,639
2.824,426
1.176,879
4.65,294
3.323,799
4.578,598
4.371,625
0.914,268
1.068,622
4.448,831
4.332,726
4.641,800
0.505,667
1.162,253
1.834,206
3.275,733
4.971,770
1.542,816
3.298,722
2.07,747
0.746,884
2.277,424
5.18,769
5.298,242
1.409,682
3.144,160
3.914,879
5.15,214
4.149,632
4.963,618
3.792,762
3.484,289
2.796,255
1.606,667
4.814,882
4.795,266
0.893,846
3.541,561
1.118,776
0.858,831
4.729,652
3.92,719
1.831,178
2.768,853
4.885,742
3.735,902
1.365,905
1.06,128
4.532,698
1.156,633
3.646,617
0.926,815
2.66,366
4.186,246
4.562,837
2.95,653
4.665,178
0.965,253
4.06,207
5.308,728
0.947,879
2.962,173
1.073,640
0.728,936
3.459,676
3.647,763
4.434,179
4.354,231
2.298,417
5.336,229
1.912,276
1.574,196
1.315,890
3.205,905
3.781,408
0.458,223
1.343,235
3.796,773
3.425,616
4.91,586
3.89,696
1.482,889
3.531,675
2.727,387
3.938,960
1.178,894
0.967,173
0.98,709
1.154,308
3.051,844
0.681,310
4.138,770
4.367,649
3.718,656
3.939,881
3.386,189
3.096,171
2.866,236
3.831,156
3.554,651
1.238,190
0.898,157
4.657,918
1.02,678
0.582,187
4.652,931
4.565,900
4.03,124
4.488,950
0.915,905
2.094,394
1.466,889
3.832,967
0.94,254
3.461,828
1.159,811
4.243,945
0.709,779
4.999,853
1.401,222
2.821,409
2.648,451
4.173,763
0.474,818
3.008,738
0.596,225
4.38,146
0.906,555
0.366,216
3.911,596
2.917,723
4.453,786
5.385,236
4.966,659
0.568,278
4.125,825
1.183,945
1.73,878
1.403,899
1.016,778
3.061,388
1.147,812
0.761,751
0.607,762
3.448,610
1.569,577
3.574,619
2.559,368
4.308,607
1.528,234
0.713,635
1.549,724
2.89,201
4.78,860
0.649,587
5.127,266
1.126,683
0.897,240
4.493,773
3.358,406
2.773,834
3.185,195
3.109,863
2.699,452
4.086,816
4.546,682
0.608,665
1.417,668
0.721,655
5.105,228
1.845,785
1.851,635
3.235,617
0.531,667
4.663,302
0.72,690
1.094,890
1.478,894
1.981,375
0.817,157
4.787,692
4.51,673
1.351,641
4.589,199
0.826,549
2.757,397
4.403,655
4.339,844
0.424,247
5.211,784
1.76,307
0.372,174
5.117,831
1.684,917
3.457,823
2.612,431
0.26,228
3.299,420
1.344,669
2.892,173
4.771,684
4.578,782
4.358,649
3.837,706
2.702,445
4.884,647
2.944,187
2.762,696
1.731,618
4.931,700
2.944,706
0.796,797
1.326,202
4.02,860
3.383,189
0.664,595
1.774,278
2.971,188
4.789,219
4.278,344
3.741,212
5.178,730
2.858,643
3.677,945
1.687,712
4.352,337
2.969,401
4.843,693
1.508,787
1.415,585
1.331,678
1.779,677
4.675,821
2.997,431
0.686,672
4.666,284
0.825,647
3.113,827
3.537,899
4.873,160
1.04,811
1.62,753
0.562,812
3.465,806
4.42,611
3.066,669
2.652,411
4.216,747
4.135,775
4.554,789
5.262,745
0.799,155
0.772,819
3.51,696
1.369,864
0.503,818
3.842,803
3.369,846
4.757,291
0.838,854
1.052,850
1.825,688
0.282,753
1.772,772
4.515,263
2.886,448
0.851,616
4.175,903
3.263,658
1.676,594
1.404,806
0.521,866
2.828,667
4.12,591
3.412,288
3.411,854
0.488,763
1.377,931
3.375,583
4.831,223
1.269,254
3.461,315
4.459,905
4.327,165
3.376,717
4.799,273
1.268,860
1.246,675
3.04,302
3.361,734
1.516,425
1.956,801
0.731,924
4.232,694
0.809,714
0.677,771
4.466,801
3.09,812
0.279,828
1.808,238
5.159,698
3.673,939
1.386,907
4.969,310
0.396,786
0.458,747
0.915,546
3.562,305
5.132,712
1.116,570
4.748,573
4.063,916
4.546,138
1.021,161
3.221,625
4.963,752
1.394,751
0.63,765
4.373,764
4.475,703
0.992,310
1.053,723
0.975,537
4.997,224
3.376,405
2.749,256
0.245,862
3.167,797
3.93,668
3.589,961
2.889,411
2.957,407
0.478,260
1.62,834
0.712,166
0.335,720
0.467,633
0.938,668
4.485,838
1.982,249
1.869,259
2.09,434
3.457,807
1.458,865
3.999,846
3.296,719
3.228,832
3.949,926
1.303,750
1.128,123
3.274,837
4.108,937
4.866,223
2.954,804
1.05,766
1.61,939
4.12,791
4.31,335
3.613,306
5.022,292
0.912,764
0.412,811
0.829,847
3.514,837
1.025,663
3.449,608
0.665,754
1.479,139
1.088,142
2.874,257
2.958,625
4.045,164
4.852,871
1.386,295
4.212,719
4.096,580
3.503,818
1.19,879
4.886,302
3.92,350
1.472,178
3.586,551
4.478,277
0.735,712
4.366,813
0.646,908
0.403,190
0.778,653
4.265,582
1.646,330
1.409,751
0.88,943
0.398,789
4.416,759
3.011,310
0.859,682
3.695,812
1.882,259
5.009,775
1.556,622
4.137,867
4.871,612
0.37,227
3.571,803
1.338,569
1.102,679
4.031,819
4.439,654
0.724,142
2.213,383
4.404,771
2.998,647
0.529,255
3.325,315
4.142,277
3.721,736
4.09,562
1.93,719
3.226,676
3.953,172
1.514,269
4.256,891
0.974,953
0.243,250
4.886,588
3.066,196
1.75,734
2.054,409
0.577,751
3.886,313
2.081,373
1.553,837
4.267,293
0.832,555
5.061,678
0.98,591
1.003,301
2.493,358
3.556,166
1.768,765
4.031,182
0.634,182
3.388,862
3.857,929
1.18,892
1.144,857
3.352,752
0.75,789
3.038,650
0.86,160
0.739,728
3.785,188
2.962,216
3.084,435
3.212,883
1.639,623
1.506,819
3.239,863
5.016,690
2.01,418
4.046,132
3.582,722
4.963,677
3.727,874
4.353,845
0.925,642
3.664,121
1.274,299
0.933,334
4.326,310
4.189,568
2.995,749
4.178,922
0.746,814
0.688,141
3.446,894
1.982,245
1.011,561
1.377,316
2.92,429
3.603,307
3.232,159
1.236,273
2.761,224
1.869,767
4.457,314
4.438,581
0.293,269
1.072,248
4.213,634
0.778,734
3.82,413
0.603,926
3.42,927
3.818,834
1.705,322
1.863,683
4.65,781
4.73,892
0.933,871
5.182,789
3.493,335
3.458,901
2.018,786
0.907,534
3.388,732
1.654,273
4.947,631
0.503,644
1.037,796
0.731,785
1.72,262
2.98,416
1.154,559
2.921,878
1.069,163
0.331,678
5.259,784
1.316,700
0.744,646
4.628,921
3.67,722
2.489,376
4.241,618
0.719,305
0.899,328
0.593,852
5.247,227
3.328,687
0.769,883
1.798,426
4.273,610
1.671,923
4.79,674
4.509,336
4.265,935
2.88,824
3.038,770
1.352,318
5.222,217
2.811,234
0.669,194
3.491,135
0.439,676
2.912,385
3.817,970
3.251,794
3.196,388
4.594,235
1.519,728
5.148,751
3.373,640
1.586,244
0.866,165
0.871,652
4.558,802
1.428,325
1.764,290
0.37,214
3.908,591
1.081,864
2.851,193
3.013,655
0.914,609
3.284,792
0.303,875
2.075,412
1.042,942
1.559,566
4.948,911
0.727,127
4.825,670
1.577,243
3.212,278
3.361,824
0.561,748
3.235,243
4.548,572
4.536,213
3.355,182
3.788,975
4.045,776
2.927,292
1.322,296
5.201,240
2.902,213
4.39,925
2.918,838
0.788,242
1.332,178
1.269,285
1.605,417
1.632,776
1.521,630
3.574,208
5.184,682
3.975,588
4.068,825
1.359,140
1.356,326
2.851,265
3.884,538
4.622,743
1.075,165
3.698,651
2.785,282
1.25,921
4.907,620
3.61,916
3.018,235
4.209,346
3.499,555
1.254,758
4.801,881
3.224,672
1.564,648
1.595,638
1.116,623
1.877,736
1.332,558
0.531,178
3.83,658
1.094,891
1.304,935
1.266,830
3.501,631
1.622,412
1.249,125
0.533,912
4.665,272
4.45,340
5.083,253
4.164,324
1.459,224
3.422,819
1.126,918
4.027,551
1.175,879
4.655,324
1.766,860
0.208,745
4.713,296
3.547,241
4.631,620
0.816,835
4.912,797
3.79,581
3.803,168
3.751,950
3.981,189
1.637,799
2.9,788
3.45,915
0.327,184
4.074,178
3.633,635
1.947,199
3.858,186
0.214,824
4.643,582
3.164,199
3.407,913
3.637,703
3.757,820
3.998,263
1.437,235
3.598,744
1.476,737
1.196,212
3.37,743
0.344,780
3.336,578
3.037,203
1.196,724
3.223,602
0.539,174
0.551,154
3.627,657
1.594,657
4.78,218
0.428,643
4.626,783
5.053,758
1.369,737
3.745,793
4.035,329
2.756,792
0.926,929
4.062,296
0.699,564
1.079,171
2.773,400
4.199,674
2.853,846
4.305,295
1.775,316
3.679,733
3.026,866
1.538,680
3.252,673
4.888,887
3.408,885
1.767,838
0.937,693
4.729,776
0.321,177
3.697,570
2.903,838
1.976,736
0.861,289
3.483,297
1.738,163
3.648,262
3.056,284
0.384,166
0.267,698
4.222,827
1.431,917
4.38,152
1.836,632
2.816,845
1.801,402
0.812,345
0.866,124
0.682,886
4.14,580
4.79,927
4.913,594
4.19,678
3.254,192
1.066,883
0.678,662
3.983,314
0.232,856
4.837,284
4.274,674
2.936,399
4.44,611
4.257,874
1.803,214
4.469,274
3.659,813
3.682,668
5.057,250
1.129,282
4.19,342
3.257,192
1.246,931
4.538,641
1.378,926
4.144,578
1.824,635
1.012,830
3.906,692
4.936,841
4.23,221
3.741,735
4.322,609
0.232,777
3.562,615
1.225,732
3.913,355
3.818,811
3.114,298
1.441,912
5.111,668
3.048,650
4.556,610
3.732,664
4.117,188
3.735,936
0.226,235
3.597,892
4.053,345
3.417,428
3.326,158
4.527,744
0.587,169
2.853,285
4.471,812
1.478,632
0.548,687
1.876,687
1.594,698
2.126,404
1.117,743
4.425,949
2.776,201
3.256,206
2.014,716
1.299,237
0.379,724
3.519,153
3.748,642
0.236,818
1.216,597
3.248,262
1.803,668
1.525,666
4.393,807
0.671,165
3.552,697
4.125,862
4.034,967
4.967,232
2.753,807
3.015,749
1.241,348
2.979,762
0.696,223
1.297,273
4.815,602
3.734,778
1.11,966
2.769,286
3.723,726
3.548,798
1.31,291
4.886,721
2.807,785
1.815,642
1.765,322
0.555,245
5.248,717
3.561,337
4.151,644
1.699,302
0.422,180
4.212,726
3.191,389
2.127,441
4.711,881
1.26,775
4.54,222
0.659,780
3.129,637
0.778,652
4.333,687
3.194,236
3.693,331
1.327,957
4.162,703
4.686,596
0.981,956
2.983,183
3.171,162
4.028,208
3.119,645
4.813,263
1.546,132
2.854,841
1.619,807
0.666,647
4.297,312
1.58,853
1.438,179
3.026,210
5.157,781
1.701,179
3.202,675
5.258,753
0.635,271
1.578,195
4.013,736
0.246,672
4.218,884
5.091,692
3.644,624
3.135,303
2.37,410
0.937,551
1.592,925
0.439,807
0.941,738
1.253,216
0.251,241
4.45,893
1.626,245
0.818,929
4.827,861
3.69,180
3.088,628
3.741,213
0.339,639
3.715,307
3.774,650
5.209,209
2.94,867
3.831,881
0.858,278
4.089,625
5.222,793
1.55,771
3.136,309
0.506,743
3.7,310
3.25,207
3.547,716
1.74,851
0.662,260
5.064,672
4.066,831
3.918,146
3.416,256
4.536,857
2.447,407
0.77,671
1.179,126
4.138,142
0.35,690
1.693,334
4.043,193
0.458,215
3.018,679
3.539,582
1.712,275
4.33,576
1.474,843
3.718,620
1.301,924
4.91,202
3.209,683
4.317,955
1.485,146
0.801,168
3.876,692
0.538,826
3.4,663
1.036,821
1.272,282
3.618,815
1.472,294
3.873,193
4.502,177
5.148,741
0.725,874
2.154,454
3.789,269
4.01,691
4.72,777
3.333,285
1.816,856
0.925,314
4.02,596
3.787,824
3.549,772
3.792,621
0.206,203
1.786,660
3.85,269
1.182,323
1.416,904
0.556,844
1.905,412
4.967,304
2.943,801
3.647,118
1.078,545
3.275,867
3.088,259
3.928,354
0.424,312
0.951,882
3.542,877
1.463,917
0.521,275
4.277,959
4.117,194
2.791,657
4.693,616
0.699,237
0.977,689
1.759,810
2.949,239
5.008,269
4.496,183
4.752,289
4.588,827
1.37,798
0.733,879
2.638,359
4.179,295
4.452,181
4.473,930
3.809,252
4.836,622
4.279,857
0.956,255
3.93,298
1.281,147
1.192,838
1.699,907
1.596,305
0.919,313
5.192,803
3.636,861
4.8,293
4.235,178
3.949,256
0.442,874
3.708,981
0.695,759
2.111,406
3.724,535
3.316,922
1.365,229
1.273,830
3.793,900
3.84,678
1.819,163
1.13,740
0.921,814
4.798,150
1.266,725
3.749,275
0.224,778
5.141,686
3.595,239
2.998,264
3.641,604
1.431,812
1.246,152
2.757,712
4.193,703
1.725,852
3.569,603
0.615,861
4.287,149
3.771,266
2.926,231
1.727,764
1.56,131
2.776,399
3.326,576
1.511,159
4.25,647
1.669,766
1.802,816
3.437,879
4.257,553
4.005,758
4.308,140
1.284,135
3.684,892
3.625,194
0.238,289
0.92,694
0.54,813
3.561,650
2.836,199
2.764,767
3.707,978
3.421,580
1.974,434
1.218,123
3.504,867
0.547,604
0.984,575
3.468,859
2.134,450
4.707,215
0.51,196
3.606,751
1.697,658
3.035,681
0.674,691
3.674,952
4.476,186
5.126,208
1.623,284
3.167,409
0.834,853
0.808,697
3.839,564
4.697,757
0.413,624
1.26,149
3.331,707
1.266,215
0.201,680
4.103,256
3.652,778
3.166,843
5.005,654
4.722,650
1.578,302
1.325,722
4.183,843
4.354,263
4.323,646
1.574,721
3.203,757
0.222,822
3.626,209
3.065,671
3.428,753
4.792,683
0.651,732
3.504,696
0.317,233
0.907,951
2.782,691
1.215,294
4.935,238
1.342,694
3.502,722
4.521,746
1.077,540
0.684,767
1.699,195
5.295,731
4.459,701
3.723,545
3.022,849
1.095,542
2.958,736
1.093,660
4.82,854
4.186,808
1.902,662
0.243,863
0.889,122
1.466,325
3.273,695
4.091,285
1.169,646
0.973,209
4.523,767
3.153,168
1.71,291
4.709,278
4.188,625
3.409,602
1.228,804
1.553,946
1.802,246
1.679,833
1.404,864
3.147,738
1.491,714
1.842,434
4.277,818
4.662,818
3.842,553
0.354,239
0.694,654
4.031,825
4.159,964
0.71,265
1.282,229
1.934,788
4.319,647
3.33,319
0.459,898
3.19,313
0.907,351
0.364,670
1.319,777
1.007,281
1.684,608
4.009,908
3.234,707
0.708,180
1.871,776
4.799,861
4.475,160
4.093,898
0.301,652
4.622,659
0.326,638
3.775,285
2.279,377
0.652,695
1.182,246
4.008,845
1.057,738
4.181,155
4.895,210
3.844,223
4.611,933
3.689,933
3.081,275
4.921,223
4.465,145
3.175,639
4.034,320
4.95,802
0.545,291
4.147,679
4.175,954
0.621,176
3.235,873
1.322,745
3.531,404
1.755,206
4.66,277
1.435,320
3.009,390
1.327,694
2.687,440
3.066,629
4.358,902
1.691,623
3.602,633
3.842,223
0.982,818
0.658,623
3.485,896
4.102,880
0.489,209
4.466,155
3.958,157
4.528,560
3.444,400
4.521,785
0.582,640
3.357,933
4.84,760
3.59,752
2.354,412
1.176,903
0.884,542
0.495,623
0.302,675
0.684,758
3.681,902
0.755,831
3.125,803
3.86,149
3.742,406
0.69,658
1.094,902
1.177,328
1.857,820
3.084,833
0.465,200
4.012,619
4.312,168
3.985,776
1.012,313
5.07,297
1.321,943
0.413,800
0.686,615
3.827,621
3.8,712
2.935,225
2.981,884
0.77,331
4.886,630
1.041,285
4.127,739
4.443,784
1.495,609
0.908,539
4.544,317
5.109,254
3.377,215
1.305,762
0.842,843
3.528,294
4.109,918
3.342,739
0.493,176
0.741,678
0.997,662
4.626,874
1.781,278
1.166,786
0.891,915
1.459,915
4.834,795
1.479,136
0.838,278
2.343,408
1.569,900
2.518,438
0.516,752
1.402,607
0.34,191
3.371,301
0.74,197
1.281,677
1.672,233
3.755,718
4.6,574
2.008,231
3.474,796
1.699,847
4.013,152
4.018,856
3.892,909
0.879,210
1.01,743
4.772,818
1.131,545
4.554,224
3.871,884
1.735,391
3.883,201
3.822,544
3.523,797
1.487,762
0.63,788
4.135,556
0.914,952
3.249,623
0.44,299
4.059,663
1.327,172
3.557,265
0.851,286
1.234,687
0.7,567
0.805,268
2.855,833
4.738,222
2.02,773
5.02,841
4.795,655
2.082,412
1.66,331
5.084,278
4.025,931
3.827,603
0.663,140
3.405,228
3.533,202
3.015,430
0.601,245
0.748,339
4.797,810
2.142,425
5.26,247
0.586,820
4.135,624
1.807,229
3.411,390
4.811,233
4.304,879
0.495,260
4.936,680
4.059,334
1.288,134
4.871,581
4.128,617
3.491,185
4.733,261
0.528,711
0.518,208
3.278,728
4.809,619
4.658,693
4.239,551
3.163,785
1.842,870
1.005,217
1.3,651
0.599,623
1.693,781
2.621,451
3.869,637
3.128,645
4.074,813
1.285,201
4.746,913
1.156,175
3.489,188
3.693,562
5.325,221
4.963,682
3.609,747
1.542,609
4.801,885
3.767,906
2.514,383
3.672,672
3.003,627
3.99,266
3.922,731
4.112,684
4.695,583
3.385,941
3.431,923
4.707,150
1.083,637
4.185,256
4.221,869
1.914,778
3.183,628
3.364,577
3.897,562
4.524,744
1.699,597
3.723,885
4.091,811
1.541,252
1.006,931
3.071,202
3.803,668
3.72,794
4.274,727
0.921,963
0.293,278
2.948,794
3.26,327
3.381,282
0.941,840
0.268,687
5.274,229
3.959,618
3.068,659
1.117,351
1.768,631
3.193,705
0.898,669
5.097,819
4.098,824
4.343,612
1.755,767
2.592,437
0.95,290
4.74,895
3.876,147
3.149,203
0.81,663
3.63,409
1.185,250
3.575,806
3.487,161
1.06,542
0.879,164
0.999,788
4.561,238
2.313,380
3.759,967
1.176,772
2.807,779
4.757,246
4.474,833
5.158,191
3.62,754
4.426,698
0.649,294
4.527,923
4.737,169
2.398,454
3.589,852
1.393,788
4.246,617
1.248,935
3.653,743
3.703,816
2.86,773
0.667,873
0.945,783
1.966,414
4.746,626
4.198,920
3.927,959
1.601,323
3.458,612
4.911,810
0.729,565
0.29,694
4.441,933
0.795,315
3.754,283
3.929,934
4.159,837
3.674,879
4.708,919
1.426,596
2.351,427
0.292,269
1.318,727
3.558,126
3.971,571
3.546,287
3.83,137
3.838,617
1.106,635
3.776,325
4.346,186
1.303,611
4.689,839
5.101,812
3.642,251
0.909,882
0.886,706
3.474,841
4.642,731
3.105,760
4.07,570
4.325,688
2.89,703
4.424,197
4.058,230
3.452,261
1.107,815
3.252,617
3.477,944
1.184,906
0.263,832
3.211,205
4.299,219
0.942,630
5.082,679
1.16,935
1.227,929
4.693,598
0.685,223
1.717,271
1.039,583
3.552,703
1.316,767
2.009,726
2.163,385
2.393,392
3.275,315
1.135,701
2.842,817
1.478,303
0.504,215
3.925,908
1.314,942
3.597,624
4.41,259
2.75,824
3.946,922
1.006,335
1.825,246
1.751,273
4.483,714
